sequence,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.clicked_name,mouse_2.x,mouse_2.y,mouse_2.leftButton,mouse_2.midButton,mouse_2.rightButton,mouse_2.clicked_name,mouse_12.x,mouse_12.y,mouse_12.leftButton,mouse_12.midButton,mouse_12.rightButton,mouse_12.clicked_name,mouse_3.x,mouse_3.y,mouse_3.leftButton,mouse_3.midButton,mouse_3.rightButton,mouse_3.clicked_name,mouse_11.x,mouse_11.y,mouse_11.leftButton,mouse_11.midButton,mouse_11.rightButton,mouse_11.clicked_name,mouse_8.x,mouse_8.y,mouse_8.leftButton,mouse_8.midButton,mouse_8.rightButton,mouse_8.clicked_name,cross_time[0],mouse_5.x,mouse_5.y,mouse_5.leftButton,mouse_5.midButton,mouse_5.rightButton,similarity,response_time,Pass,trialNumber,mouse_7.x,mouse_7.y,mouse_7.leftButton,mouse_7.midButton,mouse_7.rightButton,prac_trials.thisRepN,prac_trials.thisTrialN,prac_trials.thisN,prac_trials.thisIndex,prac_trials.ran,video_file,video_id,Prolific_ID*,date,expName,psychopyVersion,OS,frameRate,mouse_5.clicked_name,mouse_7.clicked_name,mouse_4.x,mouse_4.y,mouse_4.leftButton,mouse_4.midButton,mouse_4.rightButton,mouse_4.clicked_name,mouse_9.x,mouse_9.y,mouse_9.leftButton,mouse_9.midButton,mouse_9.rightButton,this_video,mouse_6.x,mouse_6.y,mouse_6.leftButton,mouse_6.midButton,mouse_6.rightButton,Experiment.thisRepN,Experiment.thisTrialN,Experiment.thisN,Experiment.thisIndex,Experiment.ran,mouse_9.clicked_name,mouse_6.clicked_name,key_resp.keys,key_resp.rt
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9,,,,,,-4,263.237,1,15,,,,,,,,,,,,,Sawayama,2024-07-03_11h17.03.340,demoExp_V2,2021.2.3,Win32,147.0588235,,,,,,,,,-0.144444444,0.160648134,1,0,0,group_1/0927.mp4,0.015740797,-0.010648176,1,0,0,14,0,14,0,1,response7disk_2,center_square_2,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8,,,,,,1,268.7701,1,16,,,,,,,,,,,,,Sawayama,2024-07-03_11h17.03.340,demoExp_V2,2021.2.3,Win32,147.0588235,,,,,,,,,0.019444444,-0.084259288,1,0,0,group_1/1071.mp4,0.012037065,0.003240712,1,0,0,15,0,15,0,1,response3disk_2,center_square_2,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9,,,,,,-3,281.5701,1,17,,,,,,,,,,,,,Sawayama,2024-07-03_11h17.03.340,demoExp_V2,2021.2.3,Win32,147.0588235,,,,,,,,,-0.123148092,0.0625,1,0,0,group_1/1292.mp4,0.010185242,-0.007407422,1,0,0,16,0,16,0,1,response7disk_2,center_square_2,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,-3,289.969,1,18,,,,,,,,,,,,,Sawayama,2024-07-03_11h17.03.340,demoExp_V2,2021.2.3,Win32,147.0588235,,,,,,,,,-0.087036981,0.024074046,1,0,0,group_1/1791.mp4,0.000463019,0.000925912,1,0,0,17,0,17,0,1,response7disk_2,center_square_2,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,3,297.8023,1,19,,,,,,,,,,,,,Sawayama,2024-07-03_11h17.03.340,demoExp_V2,2021.2.3,Win32,147.0588235,,,,,,,,,0.129166667,0.117592578,1,0,0,group_1/0927.mp4,-0.004629601,0.001388889,1,0,0,18,0,18,0,1,response1disk_2,center_square_2,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6,,,,,,-3,304.0771,1,20,,,,,,,,,,,,,Sawayama,2024-07-03_11h17.03.340,demoExp_V2,2021.2.3,Win32,147.0588235,,,,,,,,,-0.1,0.024074046,1,0,0,group_1/0059.mp4,0.012037065,0.001388889,1,0,0,19,0,19,0,1,response7disk_2,center_square_2,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,-3,313.3355,1,21,,,,,,,,,,,,,Sawayama,2024-07-03_11h17.03.340,demoExp_V2,2021.2.3,Win32,147.0588235,,,,,,,,,-0.063888889,0.022685157,1,0,0,group_1/2138.mp4,-0.007870314,0.013425912,1,0,0,20,0,20,0,1,response7disk_2,center_square_2,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9,,,,,,3,316.976,1,22,,,,,,,,,,,,,Sawayama,2024-07-03_11h17.03.340,demoExp_V2,2021.2.3,Win32,147.0588235,,,,,,,,,0.085648176,0.021296268,1,0,0,group_1/1791.mp4,-0.001851824,-0.009259288,1,0,0,21,0,21,0,1,response1disk_2,center_square_2,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9,,,,,,-4,325.4354,1,23,,,,,,,,,,,,,Sawayama,2024-07-03_11h17.03.340,demoExp_V2,2021.2.3,Win32,147.0588235,,,,,,,,,-0.113425869,0.199074067,1,0,0,group_1/1768.mp4,-0.015740712,0.009259245,1,0,0,22,0,22,0,1,response7disk_2,center_square_2,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9,,,,,,-1,334.2437,1,24,,,,,,,,,,,,,Sawayama,2024-07-03_11h17.03.340,demoExp_V2,2021.2.3,Win32,147.0588235,,,,,,,,,-0.026388889,-0.159722222,1,0,0,group_1/1071.mp4,0.014814843,0.009259245,1,0,0,23,0,23,0,1,response5disk_2,center_square_2,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6,,,,,,1,343.82,1,25,,,,,,,,,,,,,Sawayama,2024-07-03_11h17.03.340,demoExp_V2,2021.2.3,Win32,147.0588235,,,,,,,,,0.064814843,-0.177314843,1,0,0,group_1/2138.mp4,-0.007407379,-0.008333333,1,0,0,24,0,24,0,1,response3disk_2,center_square_2,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9,,,,,,-3,352.6867,1,26,,,,,,,,,,,,,Sawayama,2024-07-03_11h17.03.340,demoExp_V2,2021.2.3,Win32,147.0588235,,,,,,,,,-0.1625,0.03101849,1,0,0,group_1/1703.mp4,0.000925954,0.005092578,1,0,0,25,0,25,0,1,response7disk_2,center_square_2,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,4,360.4052,1,27,,,,,,,,,,,,,Sawayama,2024-07-03_11h17.03.340,demoExp_V2,2021.2.3,Win32,147.0588235,,,,,,,,,0.020833333,0.140740712,1,0,0,group_1/1768.mp4,0.005092621,-0.001388889,1,0,0,26,0,26,0,1,response1disk_2,center_square_2,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7,,,,,,1,378.1702,1,28,,,,,,,,,,,,,Sawayama,2024-07-03_11h17.03.340,demoExp_V2,2021.2.3,Win32,147.0588235,,,,,,,,,0.069444444,-0.173148176,1,0,0,group_1/0283.mp4,0.00648151,-0.016203732,1,0,0,27,0,27,0,1,response3disk_2,center_square_2,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8,,,,,,1,389.5534,1,29,,,,,,,,,,,,,Sawayama,2024-07-03_11h17.03.340,demoExp_V2,2021.2.3,Win32,147.0588235,,,,,,,,,0.058333333,-0.13379631,1,0,0,group_1/2138.mp4,0.002777778,0,1,0,0,28,0,28,0,1,response3disk_2,center_square_2,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6,,,,,,-2,395.2367,1,30,,,,,,,,,,,,,Sawayama,2024-07-03_11h17.03.340,demoExp_V2,2021.2.3,Win32,147.0588235,,,,,,,,,-0.086574046,-0.062962977,1,0,0,group_1/1169.mp4,0.0125,-0.013888889,1,0,0,29,0,29,0,1,response5disk_2,center_square_2,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,2,403.17,1,31,,,,,,,,,,,,,Sawayama,2024-07-03_11h17.03.340,demoExp_V2,2021.2.3,Win32,147.0588235,,,,,,,,,0.193055556,-0.13148151,1,0,0,group_1/1768.mp4,0.015740797,0,1,0,0,30,0,30,0,1,response3disk_2,center_square_2,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9,,,,,,2,415.2867,1,32,,,,,,,,,,,,,Sawayama,2024-07-03_11h17.03.340,demoExp_V2,2021.2.3,Win32,147.0588235,,,,,,,,,0.122222222,-0.074074088,1,0,0,group_1/1375.mp4,0.006018575,-0.007870399,1,0,0,31,0,31,0,1,response3disk_2,center_square_2,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9,,,,,,-2,424.67,1,33,,,,,,,,,,,,,Sawayama,2024-07-03_11h17.03.340,demoExp_V2,2021.2.3,Win32,147.0588235,,,,,,,,,-0.112962935,-0.018055556,1,0,0,group_1/2138.mp4,-0.012036981,-0.003240755,1,0,0,32,0,32,0,1,response5disk_2,center_square_2,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9,,,,,,3,433.2524,1,34,,,,,,,,,,,,,Sawayama,2024-07-03_11h17.03.340,demoExp_V2,2021.2.3,Win32,147.0588235,,,,,,,,,0.075463019,0.014351824,1,0,0,group_1/1158.mp4,0.003703732,-0.002777778,1,0,0,33,0,33,0,1,response1disk_2,center_square_2,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9,,,,,,-4,441.1537,1,35,,,,,,,,,,,,,Sawayama,2024-07-03_11h17.03.340,demoExp_V2,2021.2.3,Win32,147.0588235,,,,,,,,,-0.062036981,0.116666667,1,0,0,group_1/1768.mp4,-0.011574046,0.000925912,1,0,0,34,0,34,0,1,response7disk_2,center_square_2,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9,,,,,,2,447.0204,1,36,,,,,,,,,,,,,Sawayama,2024-07-03_11h17.03.340,demoExp_V2,2021.2.3,Win32,147.0588235,,,,,,,,,0.148148176,-0.129166667,1,0,0,group_1/0059.mp4,-0.00601849,0.005092578,1,0,0,35,0,35,0,1,response3disk_2,center_square_2,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,-2,456.0858,1,37,,,,,,,,,,,,,Sawayama,2024-07-03_11h17.03.340,demoExp_V2,2021.2.3,Win32,147.0588235,,,,,,,,,-0.055092536,-0.020370399,1,0,0,group_1/1158.mp4,0.001388889,0.005092578,1,0,0,36,0,36,0,1,response5disk_2,center_square_2,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8,,,,,,3,459.5692,1,38,,,,,,,,,,,,,Sawayama,2024-07-03_11h17.03.340,demoExp_V2,2021.2.3,Win32,147.0588235,,,,,,,,,0.092592621,0.032407379,1,0,0,group_1/1791.mp4,0.001388889,0.011111111,1,0,0,37,0,37,0,1,response1disk_2,center_square_2,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9,,,,,,-3,464.3868,1,39,,,,,,,,,,,,,Sawayama,2024-07-03_11h17.03.340,demoExp_V2,2021.2.3,Win32,147.0588235,,,,,,,,,-0.118055556,0.018055556,1,0,0,group_1/1375.mp4,-0.005092536,0.002777778,1,0,0,38,0,38,0,1,response7disk_2,center_square_2,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6,,,,,,1,469.237,1,40,,,,,,,,,,,,,Sawayama,2024-07-03_11h17.03.340,demoExp_V2,2021.2.3,Win32,147.0588235,,,,,,,,,0.027314843,-0.1125,1,0,0,group_1/1071.mp4,-0.002314758,0,1,0,0,39,0,39,0,1,response3disk_2,center_square_2,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6,,,,,,2,477.6357,1,41,,,,,,,,,,,,,Sawayama,2024-07-03_11h17.03.340,demoExp_V2,2021.2.3,Win32,147.0588235,,,,,,,,,0.129166667,-0.076851866,1,0,0,group_1/1158.mp4,-0.0125,-0.002777778,1,0,0,40,0,40,0,1,response3disk_2,center_square_2,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8,,,,,,-4,486.5868,1,42,,,,,,,,,,,,,Sawayama,2024-07-03_11h17.03.340,demoExp_V2,2021.2.3,Win32,147.0588235,,,,,,,,,-0.058333333,0.161111111,1,0,0,group_1/1703.mp4,0.001388889,-0.005092621,1,0,0,41,0,41,0,1,response7disk_2,center_square_2,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,-2,491.3867,1,43,,,,,,,,,,,,,Sawayama,2024-07-03_11h17.03.340,demoExp_V2,2021.2.3,Win32,147.0588235,,,,,,,,,-0.130555556,-0.028703732,1,0,0,group_1/1375.mp4,0.004166667,-0.0125,1,0,0,42,0,42,0,1,response5disk_2,center_square_2,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6,,,,,,1,509.8689,1,44,,,,,,,,,,,,,Sawayama,2024-07-03_11h17.03.340,demoExp_V2,2021.2.3,Win32,147.0588235,,,,,,,,,0.104629686,-0.174074088,1,0,0,group_1/0283.mp4,-0.001851824,0.000462935,1,0,0,43,0,43,0,1,response3disk_2,center_square_2,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8,,,,,,-2,519.819,1,45,,,,,,,,,,,,,Sawayama,2024-07-03_11h17.03.340,demoExp_V2,2021.2.3,Win32,147.0588235,,,,,,,,,-0.161574046,-0.050925954,1,0,0,group_1/1158.mp4,0.00648151,-0.008333333,1,0,0,44,0,44,0,1,response5disk_2,center_square_2,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,-1,525.0368,1,46,,,,,,,,,,,,,Sawayama,2024-07-03_11h17.03.340,demoExp_V2,2021.2.3,Win32,147.0588235,,,,,,,,,-0.076388889,-0.121759288,1,0,0,group_1/1169.mp4,0.005092621,-0.007407422,1,0,0,45,0,45,0,1,response5disk_2,center_square_2,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9,,,,,,-2,530.6202,1,47,,,,,,,,,,,,,Sawayama,2024-07-03_11h17.03.340,demoExp_V2,2021.2.3,Win32,147.0588235,,,,,,,,,-0.075,-0.033333333,1,0,0,group_1/1375.mp4,-0.003240712,-0.000462977,1,0,0,46,0,46,0,1,response5disk_2,center_square_2,,
